WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,class
9,9,11.11,100,55.56,22.22,22.22,0,0,11.11,11.11,0,0,11.11,22.22,22.22,0,22.22,0,0,0,0,0,0,0,0,33.33,0,0,11.11,22.22,22.22,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,no
24,24,12.5,95.83,62.5,25,16.67,0,0,4.17,12.5,0,8.33,8.33,20.83,16.67,4.17,16.67,0,0,4.17,8.33,8.33,0,0,4.17,29.17,4.17,0,4.17,4.17,0,4.17,0,0,0,20.83,4.17,0,0,4.17,4.17,0,8.33,4.17,0,0,0,0,4.17,4.17,0,4.17,0,4.17,0,0,4.17,0,0,0,0,8.33,0,0,0,0,0,no
22,22,18.18,90.91,59.09,22.73,18.18,0,0,9.09,9.09,0,4.55,9.09,13.64,13.64,0,13.64,0,4.55,0,4.55,4.55,0,0,0,22.73,4.55,0,0,9.09,4.55,4.55,0,0,0,13.64,0,0,0,0,0,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,no
16,16,6.25,93.75,62.5,37.5,25,12.5,0,6.25,6.25,0,12.5,0,25,12.5,0,25,0,6.25,6.25,6.25,0,0,0,6.25,18.75,0,0,6.25,6.25,0,6.25,0,6.25,0,12.5,0,6.25,6.25,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
23,23,13.04,91.3,65.22,17.39,8.7,0,0,4.35,4.35,0,8.7,0,26.09,26.09,0,26.09,0,4.35,13.04,0,0,4.35,0,0,30.43,0,0,13.04,4.35,0,4.35,0,0,4.35,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,4.35,13.04,0,0,0,0,0,0,0,0,0,0,0,no
21,21,9.52,76.19,38.1,19.05,9.52,0,0,4.76,4.76,0,9.52,9.52,19.05,14.29,0,19.05,0,0,0,0,0,0,0,0,19.05,0,4.76,0,23.81,14.29,9.52,0,4.76,0,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,4.76,0,0,0,9.52,0,0,0,4.76,0,0,0,no
14,14,21.43,100,71.43,35.71,28.57,7.14,0,14.29,7.14,0,7.14,0,28.57,21.43,0,28.57,0,0,0,14.29,0,0,0,0,21.43,0,0,0,14.29,7.14,7.14,0,0,0,21.43,7.14,0,0,0,0,0,7.14,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,no
7,7,0,100,71.43,28.57,28.57,0,0,14.29,14.29,0,0,0,28.57,28.57,0,28.57,0,14.29,0,14.29,0,0,0,0,28.57,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,no
23,23,13.04,82.61,47.83,13.04,13.04,0,0,4.35,8.7,0,0,4.35,21.74,17.39,0,13.04,4.35,0,4.35,0,4.35,4.35,0,0,13.04,0,0,0,4.35,0,4.35,0,0,0,13.04,4.35,0,0,4.35,0,0,0,4.35,4.35,4.35,0,0,0,0,0,0,0,21.74,0,13.04,4.35,0,0,0,4.35,0,0,0,0,0,0,no
15,15,13.33,86.67,53.33,26.67,13.33,0,0,6.67,6.67,0,13.33,13.33,26.67,20,6.67,20,0,0,0,0,0,0,0,6.67,26.67,0,0,6.67,20,6.67,13.33,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,no
21,21,4.76,90.48,57.14,14.29,9.52,0,0,4.76,4.76,0,4.76,4.76,28.57,19.05,9.52,9.52,4.76,0,14.29,0,4.76,0,0,0,14.29,0,0,4.76,0,0,0,0,0,0,19.05,9.52,0,4.76,0,0,0,0,4.76,0,0,0,0,4.76,0,0,0,4.76,19.05,9.52,4.76,4.76,0,0,4.76,0,0,0,0,0,0,0,no
18,18,0,94.44,72.22,22.22,16.67,0,0,11.11,5.56,0,5.56,0,22.22,22.22,0,22.22,0,16.67,5.56,11.11,0,5.56,0,0,22.22,0,0,0,11.11,5.56,5.56,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,no
24,24,8.33,95.83,66.67,25,8.33,0,0,4.17,4.17,0,16.67,4.17,25,16.67,0,20.83,4.17,0,12.5,12.5,4.17,0,0,0,20.83,0,0,8.33,4.17,4.17,0,0,0,0,25,8.33,4.17,8.33,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,no
24,24,16.67,95.83,58.33,25,25,12.5,0,8.33,4.17,0,0,0,20.83,16.67,4.17,16.67,0,0,4.17,16.67,0,0,0,0,16.67,0,0,0,8.33,8.33,0,0,0,0,8.33,0,4.17,4.17,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,20.83,0,4.17,16.67,12.5,8.33,4.17,0,0,0,0,0,0,0,no
25,25,12,92,60,20,16,4,0,8,4,0,4,4,16,12,0,16,0,8,8,16,0,0,0,0,16,0,0,4,12,0,12,0,0,0,16,0,0,8,4,0,4,4,4,0,0,0,0,8,8,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,no
24,24,8.33,83.33,75,25,25,8.33,0,8.33,8.33,0,0,12.5,16.67,16.67,0,16.67,0,4.17,4.17,8.33,8.33,0,0,0,20.83,0,0,4.17,0,0,0,0,0,0,29.17,0,4.17,4.17,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
26,26,7.69,92.31,65.38,19.23,15.38,0,0,7.69,7.69,0,3.85,3.85,23.08,15.38,0,23.08,0,7.69,11.54,7.69,3.85,3.85,0,0,19.23,0,0,0,3.85,0,3.85,0,3.85,0,15.38,0,3.85,3.85,3.85,0,0,0,11.54,0,0,0,0,0,0,0,0,0,15.38,0,7.69,7.69,0,0,3.85,0,0,0,0,0,0,0,no
22,22,18.18,90.91,59.09,22.73,22.73,9.09,0,4.55,9.09,0,0,4.55,9.09,9.09,0,9.09,0,4.55,13.64,4.55,0,0,4.55,0,22.73,4.55,0,0,4.55,4.55,0,0,0,0,13.64,4.55,0,0,0,0,0,9.09,0,4.55,0,4.55,0,0,0,0,0,0,31.82,9.09,4.55,18.18,0,0,4.55,0,0,0,0,0,0,0,no
27,27,18.52,96.3,74.07,14.81,14.81,0,0,7.41,7.41,0,0,11.11,25.93,25.93,0,14.81,0,0,7.41,3.7,3.7,3.7,3.7,0,18.52,0,0,3.7,18.52,7.41,11.11,0,11.11,0,14.81,3.7,0,3.7,3.7,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,no
18,18,11.11,94.44,72.22,16.67,11.11,0,0,5.56,5.56,0,5.56,0,27.78,16.67,0,27.78,0,16.67,11.11,22.22,5.56,5.56,0,0,11.11,0,0,0,11.11,5.56,5.56,0,0,5.56,22.22,0,11.11,0,0,5.56,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,5.56,0,0,5.56,5.56,16.67,0,0,0,0,0,0,0,0,no
19,19,5.26,78.95,57.89,21.05,5.26,0,0,0,5.26,0,15.79,0,26.32,26.32,0,15.79,5.26,0,15.79,0,0,0,0,0,15.79,0,0,5.26,0,0,0,0,0,0,26.32,5.26,0,5.26,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,no
21,21,14.29,80.95,42.86,19.05,19.05,9.52,0,4.76,4.76,0,0,4.76,23.81,19.05,0,23.81,0,4.76,4.76,4.76,0,0,0,0,14.29,0,0,0,23.81,19.05,4.76,0,0,0,14.29,0,4.76,0,4.76,0,0,4.76,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,no
9,9,0,77.78,55.56,22.22,22.22,0,0,11.11,11.11,0,0,0,22.22,22.22,0,22.22,0,11.11,0,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,no
21,21,4.76,80.95,57.14,23.81,14.29,0,0,9.52,4.76,0,9.52,4.76,19.05,14.29,0,19.05,0,4.76,14.29,4.76,0,0,0,4.76,14.29,0,0,0,4.76,0,4.76,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,9.52,4.76,0,0,0,0,0,0,0,0,0,0,no
23,23,4.35,82.61,60.87,30.43,8.7,0,0,4.35,4.35,0,21.74,4.35,21.74,13.04,0,21.74,0,0,0,4.35,0,8.7,0,0,8.7,0,0,0,4.35,4.35,0,0,0,0,8.7,0,0,0,4.35,0,0,0,8.7,8.7,8.7,0,0,0,0,0,0,0,8.7,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,no
18,18,22.22,83.33,61.11,16.67,11.11,0,0,5.56,5.56,0,5.56,5.56,16.67,16.67,0,11.11,0,11.11,11.11,0,0,5.56,0,0,16.67,0,0,5.56,5.56,0,5.56,0,5.56,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,no
20,20,5,90,45,25,25,0,0,15,10,0,0,0,15,10,0,15,0,5,5,5,0,0,0,0,35,0,0,0,5,5,0,0,0,0,15,0,5,0,0,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,15,no
24,24,8.33,91.67,58.33,20.83,20.83,0,0,12.5,8.33,0,0,12.5,16.67,12.5,4.17,12.5,0,8.33,4.17,4.17,4.17,0,0,0,37.5,0,0,4.17,12.5,4.17,8.33,0,0,4.17,8.33,4.17,0,0,0,0,0,0,4.17,4.17,0,4.17,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,no
13,13,0,100,76.92,38.46,23.08,7.69,0,7.69,7.69,0,15.38,0,23.08,15.38,0,23.08,0,7.69,0,7.69,0,0,7.69,0,30.77,0,0,0,15.38,15.38,0,0,0,0,23.08,0,0,0,7.69,0,0,7.69,7.69,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
18,18,5.56,100,88.89,33.33,27.78,5.56,0,16.67,5.56,0,5.56,5.56,16.67,16.67,0,16.67,0,0,5.56,5.56,11.11,5.56,11.11,0,33.33,0,0,0,5.56,0,5.56,0,5.56,0,16.67,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10,10,0,90,70,20,20,0,0,10,10,0,0,0,20,20,0,20,0,20,0,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,30,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,no
28,28,7.14,96.43,57.14,14.29,14.29,3.57,0,7.14,3.57,0,0,3.57,21.43,17.86,3.57,17.86,0,14.29,7.14,10.71,0,0,0,0,28.57,3.57,0,0,10.71,10.71,0,0,0,0,10.71,3.57,7.14,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,7.14,0,0,0,0,0,0,0,0,0,0,no
17,17,0,94.12,70.59,29.41,29.41,5.88,0,5.88,17.65,0,0,0,17.65,17.65,0,17.65,0,5.88,11.76,23.53,0,0,0,0,29.41,0,0,0,11.76,11.76,0,0,0,0,5.88,0,0,5.88,5.88,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,0,0,5.88,0,0,no
20,20,5,70,50,15,15,0,5,5,5,0,0,5,10,10,0,10,0,5,10,5,0,0,0,0,20,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,5,5,10,10,0,0,0,0,0,0,0,10,0,10,0,0,0,5,0,0,0,0,0,0,0,no
10,10,0,80,50,20,20,0,0,10,10,0,0,0,20,20,0,20,0,10,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,10,0,10,no
24,24,12.5,100,62.5,20.83,16.67,0,0,4.17,12.5,0,4.17,8.33,12.5,8.33,0,12.5,0,4.17,12.5,8.33,0,0,0,0,25,0,0,4.17,4.17,4.17,0,0,0,0,20.83,4.17,0,4.17,8.33,0,0,12.5,4.17,16.67,8.33,0,8.33,16.67,16.67,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,no
13,13,7.69,84.62,61.54,15.38,15.38,0,0,7.69,7.69,0,0,0,23.08,23.08,0,23.08,0,15.38,0,23.08,0,0,0,0,23.08,0,0,0,7.69,7.69,0,0,0,0,30.77,7.69,15.38,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,no
23,23,0,91.3,73.91,30.43,17.39,0,0,8.7,8.7,0,13.04,8.7,8.7,8.7,0,8.7,0,4.35,13.04,13.04,0,0,0,0,39.13,0,0,8.7,4.35,0,4.35,0,0,0,8.7,0,0,4.35,4.35,0,0,4.35,4.35,4.35,0,4.35,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,no
23,23,21.74,91.3,60.87,21.74,13.04,0,0,4.35,8.7,0,8.7,8.7,13.04,13.04,0,13.04,0,0,8.7,8.7,4.35,0,0,0,17.39,0,0,0,8.7,4.35,4.35,0,0,0,21.74,4.35,4.35,8.7,8.7,0,0,0,13.04,0,0,0,0,0,0,0,0,0,13.04,0,4.35,0,4.35,0,0,0,0,0,0,4.35,0,0,no
33,33,0,90.91,57.58,21.21,18.18,9.09,0,6.06,3.03,0,3.03,3.03,15.15,12.12,0,12.12,0,6.06,9.09,12.12,0,0,0,0,12.12,0,0,0,6.06,3.03,3.03,0,3.03,0,9.09,0,3.03,0,0,0,3.03,3.03,0,3.03,0,0,3.03,9.09,6.06,3.03,0,0,18.18,0,12.12,12.12,0,0,0,0,0,0,0,0,0,6.06,no
22,22,9.09,95.45,63.64,13.64,13.64,0,0,4.55,9.09,0,0,9.09,27.27,18.18,4.55,18.18,4.55,13.64,4.55,9.09,0,0,4.55,0,18.18,0,0,4.55,0,0,0,0,0,0,9.09,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,22.73,0,0,22.73,4.55,0,0,0,0,0,0,0,0,0,no
21,21,0,90.48,71.43,19.05,19.05,0,0,9.52,9.52,0,0,0,14.29,9.52,0,9.52,0,9.52,14.29,14.29,4.76,0,0,0,28.57,0,0,0,0,0,0,0,0,0,28.57,0,0,19.05,9.52,0,0,0,19.05,0,0,0,0,0,0,0,0,0,9.52,0,4.76,4.76,0,0,0,0,0,0,0,4.76,0,0,no
27,27,7.41,92.59,66.67,25.93,25.93,14.81,0,3.7,7.41,0,0,0,18.52,14.81,3.7,14.81,0,3.7,11.11,3.7,3.7,7.41,3.7,0,14.81,0,0,0,0,0,0,0,0,0,18.52,0,7.41,0,0,7.41,3.7,0,0,0,0,0,0,3.7,0,3.7,0,0,11.11,0,3.7,11.11,0,0,0,0,0,0,0,0,0,3.7,no
24,24,4.17,91.67,54.17,20.83,16.67,0,0,8.33,8.33,0,4.17,4.17,20.83,12.5,12.5,8.33,0,0,16.67,0,0,0,0,4.17,37.5,0,0,12.5,16.67,4.17,12.5,0,4.17,0,4.17,0,0,0,0,0,0,4.17,0,4.17,0,4.17,0,4.17,0,0,4.17,0,4.17,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,no
22,22,18.18,90.91,68.18,31.82,13.64,0,0,9.09,4.55,0,18.18,0,31.82,22.73,0,22.73,4.55,13.64,0,0,4.55,0,0,0,18.18,0,0,0,9.09,9.09,0,0,0,0,22.73,18.18,0,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,4.55,0,no
14,14,14.29,71.43,64.29,21.43,21.43,0,0,14.29,7.14,0,0,0,14.29,14.29,0,14.29,0,0,14.29,7.14,7.14,0,0,0,21.43,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,no
16,16,12.5,81.25,56.25,18.75,18.75,0,0,12.5,6.25,0,0,0,12.5,12.5,0,12.5,0,0,18.75,6.25,0,0,0,0,25,0,0,6.25,6.25,0,6.25,0,0,6.25,6.25,0,0,6.25,6.25,0,0,0,6.25,12.5,12.5,0,0,0,0,0,0,0,18.75,0,18.75,0,0,0,0,0,0,0,0,0,0,0,no
25,25,16,92,56,16,12,4,0,4,4,0,4,4,24,20,0,24,0,16,8,4,4,0,0,0,16,0,0,0,20,4,16,0,4,0,16,4,4,0,4,0,0,0,4,4,0,4,0,0,0,0,0,0,16,0,4,12,0,4,0,0,0,0,0,0,0,0,no
16,16,31.25,68.75,43.75,25,18.75,0,0,12.5,6.25,0,6.25,6.25,18.75,12.5,0,18.75,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,no
12,12,16.67,91.67,58.33,41.67,33.33,8.33,8.33,8.33,8.33,0,8.33,0,33.33,16.67,0,33.33,0,0,0,0,0,0,0,0,33.33,0,8.33,0,16.67,16.67,0,0,0,0,25,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
22,22,4.55,100,77.27,40.91,13.64,4.55,0,4.55,4.55,0,27.27,0,31.82,27.27,0,31.82,0,4.55,13.64,0,4.55,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,0,0,4.55,0,0,0,0,0,4.55,0,0,0,4.55,13.64,9.09,0,4.55,0,0,0,0,0,0,4.55,0,0,0,no
25,25,0,96,76,36,20,0,0,8,12,0,16,8,16,12,4,12,0,4,12,12,0,0,0,0,44,0,0,8,4,0,4,0,0,0,12,0,0,8,4,0,0,4,4,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,no
21,21,19.05,100,66.67,14.29,14.29,4.76,0,4.76,4.76,0,0,9.52,19.05,19.05,0,19.05,0,4.76,9.52,9.52,4.76,4.76,0,0,14.29,0,0,0,4.76,4.76,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,28.57,9.52,9.52,9.52,9.52,0,0,0,0,0,0,0,0,0,no
9,9,11.11,88.89,66.67,22.22,22.22,0,0,11.11,11.11,0,0,22.22,22.22,22.22,0,22.22,0,0,0,0,0,0,0,0,33.33,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
16,16,6.25,100,68.75,25,25,0,0,12.5,0,12.5,0,6.25,12.5,6.25,0,12.5,0,12.5,6.25,12.5,0,6.25,6.25,0,37.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,6.25,0,0,0,0,0,no
28,28,7.14,100,64.29,28.57,28.57,14.29,0,3.57,10.71,0,0,3.57,25,17.86,10.71,14.29,0,7.14,3.57,7.14,3.57,0,0,3.57,21.43,3.57,0,0,10.71,3.57,7.14,0,3.57,0,7.14,0,0,0,3.57,0,0,3.57,0,0,0,0,0,3.57,0,0,3.57,0,7.14,0,3.57,10.71,7.14,0,0,0,0,0,0,3.57,0,7.14,no
25,25,16,92,64,24,16,8,0,4,4,0,8,12,20,16,4,16,0,8,4,8,0,0,4,0,24,0,8,0,4,4,0,0,0,0,8,0,0,0,0,0,0,4,4,8,0,8,0,0,0,0,0,0,12,0,0,8,0,4,0,0,0,0,0,0,0,0,no
17,17,11.76,100,58.82,23.53,17.65,0,0,11.76,5.88,0,5.88,0,11.76,11.76,0,11.76,0,5.88,11.76,5.88,0,5.88,0,0,35.29,0,0,5.88,5.88,0,5.88,0,5.88,0,17.65,5.88,0,0,5.88,5.88,0,0,0,5.88,0,5.88,0,0,0,0,0,0,17.65,0,5.88,11.76,0,0,5.88,0,0,0,0,0,0,0,no
21,21,9.52,95.24,52.38,33.33,23.81,4.76,0,14.29,4.76,0,9.52,0,28.57,14.29,4.76,23.81,0,0,0,4.76,0,0,0,0,28.57,0,0,4.76,14.29,14.29,0,0,0,0,23.81,9.52,0,0,0,4.76,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,0,0,0,0,no
27,27,3.7,88.89,70.37,25.93,18.52,0,0,3.7,14.81,0,7.41,0,22.22,18.52,7.41,14.81,0,7.41,11.11,3.7,0,11.11,0,0,22.22,0,0,3.7,0,0,0,0,0,0,11.11,0,3.7,0,0,3.7,0,3.7,0,0,0,0,0,7.41,0,3.7,0,3.7,11.11,0,7.41,3.7,0,0,0,0,0,0,0,0,0,0,no
25,25,8,96,52,28,20,4,0,12,4,0,8,4,28,16,4,24,0,0,0,4,0,0,0,0,24,0,0,4,16,16,0,0,0,0,20,8,0,0,0,4,4,4,0,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,no
21,21,0,90.48,52.38,23.81,19.05,0,0,9.52,9.52,0,4.76,4.76,28.57,9.52,0,28.57,0,9.52,4.76,0,0,4.76,0,0,23.81,0,0,0,23.81,19.05,4.76,4.76,0,0,14.29,0,0,9.52,0,4.76,0,0,0,0,0,0,0,4.76,0,0,4.76,0,4.76,0,0,4.76,0,0,0,0,0,0,0,9.52,4.76,0,no
9,9,22.22,77.78,55.56,33.33,33.33,11.11,0,11.11,11.11,0,0,0,22.22,22.22,0,22.22,0,0,0,0,0,0,11.11,0,33.33,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,no
25,25,20,84,56,12,12,0,0,8,4,0,0,4,16,12,0,16,0,4,16,8,0,4,0,0,12,0,0,0,8,4,4,0,4,0,16,4,0,8,4,0,0,4,4,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,no
9,9,11.11,88.89,66.67,33.33,33.33,11.11,0,11.11,11.11,0,0,0,22.22,22.22,0,22.22,0,0,11.11,0,0,0,0,0,33.33,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6,6,0,83.33,83.33,50,50,0,0,33.33,16.67,0,0,0,33.33,33.33,0,33.33,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
22,22,4.55,90.91,54.55,18.18,18.18,9.09,0,4.55,4.55,0,0,4.55,27.27,22.73,0,27.27,0,0,9.09,9.09,0,0,0,0,22.73,4.55,0,9.09,4.55,4.55,0,0,0,0,13.64,4.55,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,no
23,23,0,95.65,73.91,21.74,21.74,0,0,13.04,8.7,0,0,0,17.39,13.04,0,13.04,0,8.7,13.04,13.04,4.35,0,0,0,30.43,0,0,0,4.35,4.35,0,0,0,0,26.09,0,0,17.39,8.7,0,0,0,17.39,0,0,0,0,0,0,0,0,0,8.7,0,4.35,4.35,0,0,0,0,4.35,0,0,4.35,0,0,no
24,24,4.17,83.33,54.17,16.67,12.5,0,0,4.17,8.33,0,4.17,4.17,16.67,12.5,4.17,12.5,0,0,12.5,4.17,0,4.17,0,0,16.67,4.17,0,0,4.17,4.17,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,4.17,0,4.17,0,0,20.83,8.33,4.17,8.33,0,4.17,0,4.17,0,0,0,0,0,0,no
31,31,3.23,100,67.74,22.58,19.35,6.45,0,6.45,6.45,0,3.23,9.68,19.35,16.13,0,19.35,0,9.68,6.45,6.45,3.23,3.23,3.23,0,19.35,3.23,0,0,6.45,3.23,3.23,0,0,0,19.35,3.23,3.23,0,0,3.23,0,6.45,0,0,0,0,0,0,0,0,0,0,22.58,3.23,0,19.35,0,0,0,0,0,0,0,0,0,0,no
11,11,9.09,90.91,63.64,36.36,27.27,0,0,9.09,18.18,0,9.09,0,27.27,18.18,0,27.27,0,0,0,0,0,9.09,0,9.09,45.45,0,0,9.09,0,0,0,0,0,0,18.18,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
7,7,0,100,85.71,28.57,28.57,0,0,14.29,14.29,0,0,0,28.57,28.57,0,28.57,0,28.57,0,0,0,0,0,0,28.57,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,no
13,13,15.38,92.31,69.23,23.08,15.38,0,0,7.69,7.69,0,7.69,23.08,15.38,15.38,0,15.38,0,0,7.69,0,0,0,0,15.38,23.08,0,0,0,15.38,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
26,26,11.54,92.31,73.08,23.08,23.08,7.69,0,7.69,7.69,0,0,7.69,26.92,19.23,0,19.23,7.69,3.85,15.38,3.85,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,23.08,3.85,11.54,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,11.54,0,3.85,7.69,0,0,0,0,0,0,0,0,0,0,no
19,19,0,100,73.68,21.05,15.79,0,0,10.53,5.26,0,5.26,0,21.05,21.05,0,21.05,0,15.79,10.53,10.53,0,5.26,0,0,21.05,0,0,0,10.53,5.26,5.26,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,5.26,0,0,0,0,0,0,0,0,no
23,23,17.39,91.3,69.57,39.13,34.78,17.39,0,13.04,4.35,0,4.35,0,13.04,13.04,0,13.04,0,0,8.7,4.35,0,4.35,0,0,17.39,0,0,0,8.7,8.7,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,13.04,4.35,8.7,0,0,4.35,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,no
